Financial_ID,Location_ID,Location_Name,Date,Year,Month,Period,Total_Revenue,Revenue_Diagnostic,Revenue_Preventive,Revenue_Restorative,Revenue_Endodontic,Revenue_Periodontic,Revenue_Prosthodontic,Revenue_Oral_Surgery,Revenue_Orthodontic,Revenue_Implant,Revenue_Adjunctive,Total_Expenses,Labor_Clinical,Labor_Administrative,Supplies_Clinical,Supplies_Office,Rent_Lease,Utilities,Equipment_Costs,Marketing,Insurance,Professional_Fees,Continuing_Education,Lab_Fees,Software_IT,Travel,Miscellaneous,EBITDA,EBITDA_Margin,Labor_Cost_Percentage,Supply_Cost_Percentage,Total_AR,AR_Current,AR_31_60,AR_61_90,AR_91_Plus,DSO,Total_Claims_Submitted,Claims_Outstanding,Claims_Denied,Avg_Days_To_Payment,Collections_Expected,Collections_Actual,Collection_Rate,Total_Procedures,Completed_Procedures,Cancelled_Procedures,Total_Patient_Visits,New_Patients,Returning_Patients,Patient_Retention_Rate,Revenue_Per_Patient,Chair_Capacity,Total_Chair_Hours,Used_Chair_Hours,Chair_Utilization,Payor_Delta_Dental,Payor_Cigna_Dental,Payor_Aetna,Payor_MetLife,Payor_Guardian,Payor_United_Healthcare,Payor_Self_Pay,Treatment_Plans_Presented,Treatment_Plans_Accepted,Treatment_Plans_Completed,Case_Acceptance_Rate,Treatment_Completion_Rate,Revenue_Per_Square_Foot,Marketing_ROI,Operating_Cash_Flow,Revenue_MoM_Change,Revenue_YoY_Change,EBITDA_MoM_Change,EBITDA_YoY_Change
"FIN-LOC002-202204","LOC002","Westside Smile Center","2022-04-01",2022,4,"2022-04",46576,13973,10868,4658,3881,1553,6210,0,1553,3105,776,117600,69045,23015,2795,466,9702,932,1397,2329,1397,932,466,3260,466,466,932,-71024,"-1.5249","1.9766","0.0700",51234,31765,10247,5636,3586,"33.0",248,89,10,37,41918,25975,"0.5577",66,60,6,52,0,52,"0.8200","895.69",4,704,214,"0.3035",9315,3881,3105,6210,10091,0,13973,19,12,9,"0.6316","0.7500","16.63","3.00",-91625,"0.3293","0.5977","-0.1596","-0.1885"
"FIN-LOC002-202205","LOC002","Westside Smile Center","2022-05-01",2022,5,"2022-05",39218,8715,6972,8715,4358,0,6101,0,872,2615,872,115530,68192,22731,2353,392,9702,1177,1569,1177,1177,1177,392,2745,1177,392,1177,-76312,"-1.9458","2.3184","0.0700",45754,25165,10066,4575,4118,"35.0",209,65,6,27,35296,26025,"0.6636",51,45,6,33,0,33,"0.8700","1188.42",4,704,325,"0.4620",8715,1743,7844,5229,4358,0,11330,11,7,6,"0.6364","0.8571","14.01","5.00",-89505,"-0.1580","3.6923","0.0745","-0.1790"
"FIN-LOC002-202206","LOC002","Westside Smile Center","2022-06-01",2022,6,"2022-06",48189,12493,8924,9816,5354,0,3570,0,3570,2677,1785,122899,69932,23311,3373,482,9898,482,2409,3373,1928,964,482,3855,964,482,964,-74710,"-1.5504","1.9349","0.0800",67465,39804,16192,7421,6747,"42.0",257,98,5,34,43370,27171,"0.5638",62,54,8,45,0,45,"0.7700","1070.87",4,704,186,"0.2646",8032,5354,4462,8924,9816,0,11601,19,14,10,"0.7368","0.7143","17.21","2.14",-95728,"0.2287","0.5151","-0.0210","-0.0969"
"FIN-LOC002-202207","LOC002","Westside Smile Center","2022-07-01",2022,7,"2022-07",42893,12709,7149,11120,2383,0,3972,0,2383,3177,0,116611,66917,22306,3003,858,9800,429,1716,2574,858,1287,429,3860,858,429,1287,-73718,"-1.7186","2.0801","0.0900",44323,28367,9308,3546,3546,"31.0",229,71,7,37,38604,25907,"0.6040",59,54,5,39,0,39,"0.8200","1099.82",4,704,304,"0.4320",7943,8737,3177,3177,4766,0,15092,15,12,9,"0.8000","0.7500","15.32","2.50",-90704,"-0.1099","0.0472","-0.0133","-0.0869"
"FIN-LOC002-202208","LOC002","Westside Smile Center","2022-08-01",2022,8,"2022-08",34534,7674,5116,9593,1919,640,4477,0,0,3837,1279,119145,73057,24352,2417,345,9996,345,1036,1727,691,691,345,2417,1036,345,345,-84611,"-2.4501","2.8207","0.0800",41441,24865,8703,3315,3315,"36.0",184,63,7,30,31081,21449,"0.6211",59,54,5,50,0,50,"0.7900","690.68",4,704,276,"0.3915",7674,3837,5116,5756,640,0,11511,19,12,10,"0.6316","0.8333","12.33","3.00",-97696,"-0.1949","2.9044","0.1478","-0.1293"
"FIN-LOC002-202209","LOC002","Westside Smile Center","2022-09-01",2022,9,"2022-09",59216,16546,13062,7837,5225,1742,7837,0,2612,4354,0,120184,67392,22464,2961,592,9604,592,1776,2369,1776,2369,592,3553,1776,592,1776,-60968,"-1.0296","1.5174","0.0600",67111,38924,14764,6711,3356,"34.0",316,120,6,40,53294,30034,"0.5072",72,68,4,53,0,53,"0.7600","1117.28",4,704,247,"0.3508",6096,13062,12192,6096,13062,0,8708,20,13,11,"0.6500","0.8462","21.15","3.75",-90150,"0.7147","1.5100","-0.2794","-0.2768"
"FIN-LOC002-202210","LOC002","Westside Smile Center","2022-10-01",2022,10,"2022-10",50648,13285,8303,8303,4982,0,6642,0,2491,1661,4982,126529,69769,23256,3545,1013,9702,1013,2532,3545,2026,2026,506,4052,1519,506,1519,-75881,"-1.4982","1.8367","0.0900",62466,38104,14367,6871,5622,"37.0",270,89,11,27,45583,33233,"0.6562",69,61,8,43,0,43,"0.8500","1177.86",4,704,287,"0.4081",10794,10794,5812,4982,5812,0,12454,17,13,12,"0.7647","0.9231","18.09","2.14",-93296,"-0.1447","1.9679","0.2446","-0.1636"
"FIN-LOC002-202211","LOC002","Westside Smile Center","2022-11-01",2022,11,"2022-11",50812,14752,12293,6556,2459,0,7376,0,1639,4917,820,118212,65232,21744,3557,1016,9898,1524,2032,2032,1524,1524,508,5081,508,508,1524,-67400,"-1.3265","1.7117","0.0900",74524,46950,17886,8943,7452,"44.0",271,84,14,29,45731,28074,"0.5525",67,62,5,46,0,46,"0.8000","1104.61",4,704,270,"0.3842",8195,6556,4098,12293,10654,0,9015,18,12,10,"0.6667","0.8333","18.15","3.75",-90138,"0.0032","0.9408","-0.1118","-0.1575"
"FIN-LOC002-202212","LOC002","Westside Smile Center","2022-12-01",2022,12,"2022-12",24575,5266,7021,2926,2340,1170,2340,0,585,1170,1755,118796,73562,24521,1966,492,9898,737,1229,1720,737,492,246,2212,492,246,246,-94221,"-3.8340","3.9912","0.1000",29490,18284,6193,2654,2359,"36.0",131,41,4,36,22118,18313,"0.7452",51,42,9,32,0,32,"0.8000","767.97",4,704,298,"0.4237",0,1170,7607,1170,3511,0,11117,15,12,9,"0.8000","0.7500","8.78","2.14",-100483,"-0.5164","1.4585","0.3979","-0.0382"
"FIN-LOC002-202301","LOC002","Westside Smile Center","2023-01-01",2023,1,"2023-01",26374,10714,5769,4121,824,1236,1236,0,412,1648,412,109533,67481,22494,1846,264,9800,527,791,1319,527,791,264,2110,264,264,791,-83159,"-3.1531","3.4115","0.0800",35165,21099,8440,3868,3517,"40.0",141,49,6,32,23737,13947,"0.5288",70,64,6,52,0,52,"0.7900","507.19",4,704,190,"0.2696",2885,7830,1236,4533,2473,0,7418,23,17,12,"0.7391","0.7059","9.42","3.00",-95586,"0.0732","-0.4420","-0.1174","0.2476"
"FIN-LOC002-202302","LOC002","Westside Smile Center","2023-02-01",2023,2,"2023-02",44756,16205,4630,7717,4630,0,5402,0,2315,2315,1543,108869,61136,20379,2685,448,9898,448,2238,3133,1790,1343,448,2685,895,448,895,-64113,"-1.4325","1.8213","0.0700",58183,36073,12800,5236,4073,"39.0",239,79,5,29,40280,29052,"0.6491",69,58,11,51,0,51,"0.8100","877.57",4,704,246,"0.3491",9260,2315,3858,4630,5402,0,19291,19,12,10,"0.6316","0.8333","15.98","2.14",-79817,"0.6970","0.5507","-0.2290","-0.1349"
"FIN-LOC002-202303","LOC002","Westside Smile Center","2023-03-01",2023,3,"2023-03",92387,24147,14698,11548,8399,3150,9449,0,6299,11548,3150,142680,72489,24163,6467,924,9996,1848,3695,3695,2772,2772,924,6467,2772,924,2772,-50293,"-0.5444","1.0462","0.0800",135501,82656,32520,12195,10840,"44.0",493,173,25,30,83148,52182,"0.5648",98,88,10,72,0,72,"0.8800","1283.15",4,704,218,"0.3100",14698,11548,15748,9449,15748,0,25196,32,24,18,"0.7500","0.7500","33.00","3.75",-90498,"1.0642","1.6367","-0.2156","-0.4049"
"FIN-LOC002-202304","LOC002","Westside Smile Center","2023-04-01",2023,4,"2023-04",56871,23623,9624,6125,4375,0,875,0,5250,5250,1750,122533,66488,22163,3412,1137,9996,569,2844,3981,1706,2275,569,5118,1137,569,569,-65662,"-1.1546","1.5588","0.0800",72037,46104,16569,6483,4322,"38.0",303,109,9,39,51184,33349,"0.5864",78,65,13,55,0,55,"0.7700","1034.02",4,704,259,"0.3684",7874,8749,4375,7000,10499,0,18374,18,12,9,"0.6667","0.7500","20.31","2.14",-89184,"-0.3844","0.2210","0.3056","-0.0755"
"FIN-LOC002-202305","LOC002","Westside Smile Center","2023-05-01",2023,5,"2023-05",41766,13513,6756,6756,1228,1843,5528,0,614,4914,614,120530,71144,23715,2088,418,9800,1253,1253,2088,835,1671,418,3341,1253,418,835,-78764,"-1.8858","2.2712","0.0600",41766,25477,10442,4177,2088,"30.0",223,67,11,28,37589,23630,"0.5658",83,68,15,57,0,57,"0.8700","732.74",4,704,229,"0.3250",5528,7370,4299,7985,6756,0,9827,22,16,11,"0.7273","0.6875","14.92","3.00",-96900,"-0.2656","0.0650","0.1995","0.0321"
"FIN-LOC002-202306","LOC002","Westside Smile Center","2023-06-01",2023,6,"2023-06",47098,14639,7638,9547,5728,1273,2546,0,1273,1909,2546,121837,71031,23677,3768,471,9702,471,1413,1413,1413,942,471,4239,1413,471,942,-74739,"-1.5869","2.0109","0.0900",61227,34287,14082,5510,4898,"39.0",251,88,10,34,42388,23223,"0.4931",80,74,6,63,0,63,"0.7900","747.59",4,704,154,"0.2188",7001,4455,3182,10183,6365,0,15911,22,16,12,"0.7273","0.7500","16.82","5.00",-98614,"0.1277","-0.0226","-0.0511","0.0004"
"FIN-LOC002-202307","LOC002","Westside Smile Center","2023-07-01",2023,7,"2023-07",40611,15121,6480,5616,3888,2592,3888,0,0,864,2160,114153,66387,22129,3249,406,9800,406,2031,1624,1218,1218,406,3655,406,406,812,-73542,"-1.8109","2.1796","0.0900",47380,29376,9476,4264,2843,"35.0",217,82,11,36,36550,20728,"0.5104",106,94,12,77,0,77,"0.8200","527.42",4,704,184,"0.2616",8641,5184,6913,3888,5616,0,10369,28,22,17,"0.7857","0.7727","14.50","3.75",-93425,"-0.1377","-0.0532","-0.0160","-0.0024"
"FIN-LOC002-202308","LOC002","Westside Smile Center","2023-08-01",2023,8,"2023-08",78156,10499,12832,10499,12832,4666,13998,0,5833,4666,2333,133847,73178,24393,4689,782,9702,1563,3126,3908,1563,2345,782,4689,1563,782,782,-55691,"-0.7126","1.2484","0.0700",88577,53146,21258,10629,7086,"34.0",417,129,8,36,70340,47328,"0.6056",78,67,11,58,0,58,"0.8400","1347.52",4,704,173,"0.2452",15165,11665,2333,9332,13998,0,25663,23,15,13,"0.6522","0.8667","27.91","3.00",-86519,"0.9245","1.2632","-0.2427","-0.3418"
"FIN-LOC002-202309","LOC002","Westside Smile Center","2023-09-01",2023,9,"2023-09",52100,9725,13199,15283,2084,1389,7641,0,1389,1389,0,116773,65234,21745,3126,521,9996,1042,2084,3126,1563,1563,521,3647,1042,521,1042,-64673,"-1.2413","1.6695","0.0700",55573,35567,11670,5557,3890,"32.0",278,108,11,40,46890,27092,"0.5200",90,75,15,68,0,68,"0.8000","766.18",4,704,171,"0.2428",5557,11809,6252,4863,4863,0,18756,23,16,14,"0.6957","0.8750","18.61","2.50",-89681,"-0.3334","-0.1202","0.1613","0.0608"
"FIN-LOC002-202310","LOC002","Westside Smile Center","2023-10-01",2023,10,"2023-10",76389,20102,11257,15278,7237,1608,7237,0,2412,8845,2412,132549,70862,23621,5347,764,9800,1528,2292,3056,3056,2292,764,5347,1528,764,1528,-56160,"-0.7352","1.2369","0.0800",91667,54084,21083,8250,8250,"36.0",407,126,16,30,68750,32260,"0.4223",101,95,6,75,0,75,"0.7600","1018.52",4,704,108,"0.1535",10453,7237,2412,13670,10453,0,32164,25,18,14,"0.7200","0.7778","27.28","3.75",-100289,"0.4662","0.5082","-0.1316","-0.2599"
"FIN-LOC002-202311","LOC002","Westside Smile Center","2023-11-01",2023,11,"2023-11",67987,22153,14514,6875,6875,0,6875,0,3819,3056,3819,123589,65528,21843,4079,1360,9702,1360,2719,2719,2040,2040,680,6119,1360,680,1360,-55602,"-0.8178","1.2851","0.0800",97448,54571,23388,10719,5847,"43.0",363,138,15,29,61188,37761,"0.5554",100,89,11,64,0,64,"0.8200","1062.30",4,704,136,"0.1925",9931,9931,8403,4583,12986,0,22153,31,23,18,"0.7419","0.7826","24.28","3.75",-85828,"-0.1100","0.3380","-0.0099","-0.1750"
"FIN-LOC002-202312","LOC002","Westside Smile Center","2023-12-01",2023,12,"2023-12",45799,12611,12611,7301,1328,1328,4646,0,1991,1991,1991,116295,66671,22224,3664,916,9996,916,1374,1832,1374,1374,458,3664,916,458,458,-70496,"-1.5392","1.9410","0.1000",50379,28212,12091,4030,2519,"33.0",244,88,12,40,41219,23596,"0.5152",75,69,6,54,0,54,"0.8100","848.13",4,704,176,"0.2496",9293,7301,9956,3983,4646,0,10620,24,16,12,"0.6667","0.7500","16.36","3.75",-92699,"-0.3264","0.8636","0.2679","-0.2518"
"FIN-LOC002-202401","LOC002","Westside Smile Center","2024-01-01",2024,1,"2024-01",70928,15762,13135,11384,9632,1751,7005,0,3503,6130,2627,125622,67642,22547,4965,709,9898,1419,2837,2128,2128,2128,709,4256,2128,709,1419,-54694,"-0.7711","1.2716","0.0800",104028,58256,20806,9363,8322,"44.0",378,125,11,26,63835,44401,"0.6260",98,81,17,65,0,65,"0.8100","1091.20",4,704,235,"0.3336",4378,13135,21891,1751,5254,0,24518,23,16,12,"0.6957","0.7500","25.33","5.00",-81221,"0.5487","1.6893","-0.2242","-0.3423"
"FIN-LOC002-202402","LOC002","Westside Smile Center","2024-02-01",2024,2,"2024-02",59670,12346,14403,11660,6859,686,4801,0,2058,3429,3429,117240,65811,21937,4177,597,9800,597,1790,1790,2387,1193,597,3580,1790,597,597,-57570,"-0.9648","1.4706","0.0800",83538,52629,20885,8354,5012,"42.0",318,121,6,37,53703,32048,"0.5371",94,87,7,69,0,69,"0.7600","864.78",4,704,160,"0.2267",6173,10974,6173,6173,6859,0,23319,25,17,15,"0.6800","0.8824","21.31","5.00",-85192,"-0.1587","0.3332","0.0526","-0.1021"
"FIN-LOC002-202403","LOC002","Westside Smile Center","2024-03-01",2024,3,"2024-03",70026,19830,14253,13633,6817,1859,4958,0,1859,4338,2479,127058,69635,23212,4202,700,9702,1401,2101,2801,2801,2801,700,4902,700,700,700,-57032,"-0.8144","1.3259","0.0700",93368,60689,23342,8403,9337,"40.0",373,123,15,28,63023,41100,"0.5869",123,113,10,101,0,101,"0.8100","693.33",4,704,136,"0.1931",13014,11155,4958,6197,3718,0,30985,41,31,23,"0.7561","0.7419","25.01","3.75",-85958,"0.1736","-0.2420","-0.0093","0.1340"
"FIN-LOC002-202404","LOC002","Westside Smile Center","2024-04-01",2024,4,"2024-04",85222,17432,16463,14526,9684,1937,9684,0,6779,5811,2905,139219,70147,23382,5966,1704,9898,852,4261,5113,3409,3409,852,5966,1704,852,1704,-53997,"-0.6336","1.0975","0.0900",90903,53633,22726,9090,9090,"32.0",455,146,9,33,76700,45922,"0.5388",102,88,14,71,0,71,"0.7900","1200.31",4,704,218,"0.3096",15495,15495,9684,6779,15495,0,22274,31,21,15,"0.6774","0.7143","30.44","2.50",-93297,"0.2170","0.4985","-0.0532","-0.1777"
"FIN-LOC002-202405","LOC002","Westside Smile Center","2024-05-01",2024,5,"2024-05",63744,15936,6519,15936,7968,2897,5071,0,2897,1449,5071,128294,70299,23433,3825,1275,9702,1275,2550,2550,1912,1912,637,5100,1912,637,1275,-64550,"-1.0126","1.4704","0.0800",76493,46661,19123,7649,3825,"36.0",340,122,17,26,57370,34177,"0.5362",113,88,25,69,0,69,"0.8300","923.83",4,704,143,"0.2035",8692,7244,10865,9417,5795,0,21731,31,23,17,"0.7419","0.7391","22.77","3.75",-94117,"-0.2520","0.5262","0.1954","-0.1805"
"FIN-LOC002-202406","LOC002","Westside Smile Center","2024-06-01",2024,6,"2024-06",89818,25119,14462,16746,7612,3045,6851,0,3806,9134,3045,134837,66759,22253,4491,1796,9898,1796,2695,4491,3593,2695,898,8982,1796,898,1796,-45019,"-0.5012","0.9910","0.0700",134727,83531,28293,14820,12125,"45.0",479,182,14,28,80836,38334,"0.4268",131,118,13,89,0,89,"0.8400","1009.19",4,704,173,"0.2452",8373,14462,15985,3806,14462,0,32730,28,20,16,"0.7143","0.8000","32.08","3.00",-96503,"0.4090","0.9070","-0.3026","-0.3977"
"FIN-LOC002-202407","LOC002","Westside Smile Center","2024-07-01",2024,7,"2024-07",77413,24153,21056,12386,4954,1858,2477,0,4954,1858,3716,136867,70336,23445,6193,774,9800,1548,3097,5419,1548,2322,774,6967,1548,774,2322,-59454,"-0.7680","1.2114","0.0900",98056,60795,22553,7844,8825,"38.0",413,136,8,40,69672,24742,"0.3196",134,125,9,105,0,105,"0.8200","737.27",4,704,83,"0.1173",11767,10528,10528,12386,19818,0,12386,50,40,32,"0.8000","0.8000","27.65","2.14",-112125,"-0.1381","0.9062","0.3206","-0.1916"
"FIN-LOC002-202408","LOC002","Westside Smile Center","2024-08-01",2024,8,"2024-08",71201,18987,15427,11867,11273,1780,2967,0,1780,4747,2373,134217,71566,23855,4272,1424,9604,1424,2848,4272,2848,1424,712,5696,1424,712,2136,-63016,"-0.8850","1.3402","0.0800",83068,47349,19936,7476,8307,"35.0",380,148,11,37,64081,33966,"0.4770",137,120,17,105,0,105,"0.8700","678.10",4,704,107,"0.1526",9493,12460,11273,13647,5933,0,18394,46,29,25,"0.6304","0.8621","25.43","2.50",-100251,"-0.0802","-0.0890","0.0599","0.1315"
"FIN-LOC002-202409","LOC002","Westside Smile Center","2024-09-01",2024,9,"2024-09",92543,29106,13434,20150,10448,746,7463,0,3732,6717,746,133257,64906,21635,7403,925,9702,2776,4627,3702,2776,3702,925,7403,925,925,925,-40714,"-0.4399","0.9351","0.0900",123391,69099,25912,11105,11105,"40.0",494,188,15,38,83289,36362,"0.3929",130,124,6,100,0,100,"0.8300","925.43",4,704,154,"0.2192",14926,17165,8956,5224,15673,0,30599,30,20,15,"0.6667","0.7500","33.05","3.75",-96895,"0.2997","0.7763","-0.3539","-0.3705"
"FIN-LOC002-202410","LOC002","Westside Smile Center","2024-10-01",2024,10,"2024-10",93906,30292,17570,18175,6664,2423,4241,0,3029,7876,3635,145637,73077,24359,7512,939,9702,1878,3756,5634,2817,2817,939,6573,1878,939,2817,-51731,"-0.5509","1.0376","0.0900",137729,81260,30300,15150,6886,"44.0",501,195,20,28,84515,48031,"0.5115",176,155,21,134,0,134,"0.7600","700.79",4,704,99,"0.1404",9694,10905,12723,15752,10905,0,33927,58,40,36,"0.6897","0.9000","33.54","2.50",-97606,"0.0147","0.2293","0.2706","-0.0789"
"FIN-LOC002-202411","LOC002","Westside Smile Center","2024-11-01",2024,11,"2024-11",91040,29286,22283,12733,4457,1910,11460,0,3183,2547,3183,128721,63171,21057,4552,1821,9898,1821,4552,4552,3642,1821,910,6373,910,910,2731,-37681,"-0.4139","0.9252","0.0700",109248,60086,24035,9832,6555,"36.0",486,175,10,39,81936,53448,"0.5871",172,143,29,119,1,118,"0.8200","765.04",4,704,112,"0.1588",9550,7640,7003,7640,15916,0,43292,44,33,26,"0.7500","0.7879","32.51","3.00",-75273,"-0.0305","0.3391","-0.2716","-0.3223"
"FIN-LOC002-202412","LOC002","Westside Smile Center","2024-12-01",2024,12,"2024-12",96323,28676,18382,20588,7353,2206,10294,0,4412,2941,1471,137382,66643,22214,7706,963,9996,2890,4816,2890,2890,3853,963,8669,963,963,963,-41059,"-0.4263","0.9225","0.0900",112377,67426,22475,12361,11238,"35.0",514,185,10,36,86691,53132,"0.5516",152,131,21,101,0,101,"0.8800","953.69",4,704,164,"0.2332",10294,12500,16912,11765,11029,0,33823,43,33,24,"0.7674","0.7273","34.40","5.00",-84250,"0.0580","1.1032","0.0896","-0.4176"
"FIN-LOC002-202501","LOC002","Westside Smile Center","2025-01-01",2025,1,"2025-01",115850,31217,25667,20118,10406,1387,10406,0,4162,7631,4856,141693,66769,22256,9268,1159,9800,3476,3476,4634,4634,3476,1159,6951,1159,1159,2317,-25843,"-0.2231","0.7685","0.0900",173775,102527,41706,19115,12164,"45.0",618,241,12,40,104265,37906,"0.3272",194,167,27,133,0,133,"0.8900","871.05",4,704,140,"0.1988",25667,9712,10406,19424,21505,0,29136,64,42,35,"0.6563","0.8333","41.38","3.75",-103787,"0.2027","0.6333","-0.3706","-0.5275"
"FIN-LOC002-202502","LOC002","Westside Smile Center","2025-02-01",2025,2,"2025-02",105860,27028,21022,21022,12012,3003,9009,0,4505,6006,2252,137410,62509,20836,7410,2117,9604,2117,3176,6352,2117,4234,1059,10586,2117,1059,2117,-31550,"-0.2980","0.7873","0.0900",119975,73185,27594,11998,11998,"34.0",565,186,17,26,95274,45152,"0.4265",161,141,20,121,0,121,"0.7900","874.88",4,704,128,"0.1822",20271,15766,8259,8259,23274,0,30031,58,35,27,"0.6034","0.7714","37.81","2.50",-92258,"-0.0862","0.7741","0.2208","-0.4520"
"FIN-LOC002-202503","LOC002","Westside Smile Center","2025-03-01",2025,3,"2025-03",121292,36670,27502,19745,7757,2116,11283,0,5641,7757,2821,150460,69106,23035,7278,1213,9800,3639,6065,4852,3639,3639,1213,10916,2426,1213,2426,-29168,"-0.2405","0.7597","0.0700",145550,87330,32021,13100,13100,"36.0",647,201,13,25,109163,57614,"0.4750",186,172,14,148,0,148,"0.7900","819.54",4,704,130,"0.1850",25387,9167,11283,9167,16219,0,50068,46,31,23,"0.6739","0.7419","43.32","3.75",-92846,"0.1458","0.7321","-0.0755","-0.4886"
"FIN-LOC002-202504","LOC002","Westside Smile Center","2025-04-01",2025,4,"2025-04",346987,36323,74702,89094,25769,21108,31868,18504,27962,15420,6237,135229,2840,947,24289,3470,9996,6940,10410,13879,6940,13879,3470,20819,6940,3470,6940,211758,"0.6103","0.0109","0.0800",427951,243932,85590,47075,21398,"37.0",1851,574,93,25,312288,211662,"0.6100",6,6,0,6,0,6,"0.8800","57831.17",4,704,99,"0.1400",102210,48471,37091,31963,31190,17386,78677,2,2,2,"1.0000","1.0000","123.92","3.75",76433,"1.8608","3.0716","-8.2599","-4.9217"
"FIN-LOC003-202001","LOC003","East Valley Dental Care","2020-01-01",2020,1,"2020-01",14199,4141,2958,592,1183,592,2367,0,0,1775,592,102273,67204,22401,994,284,7272,142,568,568,426,426,142,994,426,142,284,-88074,"-6.2028","6.3107","0.0900",17985,10611,4137,1439,1259,"38.0",76,30,2,32,12779,10155,"0.7152",27,24,3,21,2,19,"0.8500","676.14",3,528,310,"0.5868",0,2958,4733,1775,1775,0,2958,9,6,4,"0.6667","0.6667","5.92","3.75",-92118,0,0,0,0
"FIN-LOC003-202002","LOC003","East Valley Dental Care","2020-02-01",2020,2,"2020-02",14071,5756,640,2558,1279,0,1919,0,0,640,1279,94955,62070,20690,704,141,7128,141,422,704,422,422,141,1407,281,141,141,-80884,"-5.7483","5.8816","0.0601",14071,7880,3377,1407,1407,"30.0",75,26,4,28,12664,10805,"0.7679",24,22,2,18,0,18,"0.7500","781.72",3,528,290,"0.5496",0,1919,4477,0,1279,0,6396,6,4,3,"0.6667","0.7500","5.86","3.00",-84150,"-0.0090",0,"-0.0816",0
"FIN-LOC003-202003","LOC003","East Valley Dental Care","2020-03-01",2020,3,"2020-03",12330,6528,0,2901,725,0,1451,0,725,0,0,103659,68961,22987,740,123,7272,123,493,370,370,247,123,1233,247,123,247,-91329,"-7.4071","7.4573","0.0700",17673,11311,4242,1414,1414,"43.0",66,22,3,35,11097,8920,"0.7235",17,17,0,12,0,12,"0.8600","1027.50",3,528,346,"0.6554",1451,2901,5802,1451,0,0,725,5,4,3,"0.8000","0.7500","5.14","5.00",-94739,"-0.1237",0,"0.1291",0
"FIN-LOC003-202004","LOC003","East Valley Dental Care","2020-04-01",2020,4,"2020-04",4740,2509,1115,558,0,0,279,0,0,279,0,103542,70765,23588,284,95,7200,142,142,284,190,142,47,332,142,47,142,-98802,"-20.8443","19.9057","0.0800",6952,4449,1529,626,487,"44.0",25,8,1,40,4266,3258,"0.6873",19,17,2,17,0,17,"0.7600","278.82",3,528,293,"0.5558",1394,836,279,836,1115,0,279,6,4,3,"0.6667","0.7500","1.98","2.50",-100284,"-0.6156",0,"0.0818",0
"FIN-LOC003-202005","LOC003","East Valley Dental Care","2020-05-01",2020,5,"2020-05",24212,8349,3340,5844,2505,835,0,0,2505,0,835,102581,65653,21884,1453,242,7056,484,968,726,484,726,242,1695,242,242,484,-78369,"-3.2368","3.6154","0.0700",32283,20338,6779,3551,2583,"40.0",129,45,5,39,21791,16019,"0.6616",29,29,0,27,0,27,"0.7700","896.74",3,528,244,"0.4624",5009,835,4174,3340,0,0,10854,9,6,5,"0.6667","0.8333","10.09","5.00",-86562,"4.1080",0,"-0.2068",0
"FIN-LOC003-202006","LOC003","East Valley Dental Care","2020-06-01",2020,6,"2020-06",21470,3067,0,1534,4601,0,4601,0,1534,6134,0,108587,69707,23236,1288,429,7056,429,1074,1074,644,429,215,1932,644,215,215,-87117,"-4.0576","4.3290","0.0800",30774,18772,6770,2462,2770,"43.0",115,41,2,31,19323,16012,"0.7458",14,14,0,12,0,12,"0.7900","1789.17",3,528,330,"0.6258",1534,4601,3067,0,4601,0,7668,6,4,3,"0.6667","0.7500","8.95","3.00",-92575,"-0.1132",0,"0.1116",0
"FIN-LOC003-202007","LOC003","East Valley Dental Care","2020-07-01",2020,7,"2020-07",39841,10546,2344,9374,5859,0,3515,0,3515,4687,0,118100,70679,23560,3187,398,7128,797,1594,1992,1594,1195,398,3586,797,398,797,-78259,"-1.9643","2.3654","0.0900",50465,32298,11607,5047,4542,"38.0",212,70,11,31,35857,29758,"0.7469",41,34,7,24,0,24,"0.8100","1660.04",3,528,294,"0.5577",0,3515,14062,8203,0,0,14062,9,6,5,"0.6667","0.8333","16.60","3.00",-88342,"0.8557",0,"-0.1017",0
"FIN-LOC003-202008","LOC003","East Valley Dental Care","2020-08-01",2020,8,"2020-08",13682,3774,4246,2831,1415,0,944,0,0,472,0,103845,68481,22827,684,137,7200,410,547,958,274,547,137,1095,274,137,137,-90163,"-6.5899","6.6736","0.0600",14138,7776,2969,1272,1131,"31.0",73,29,1,33,12314,9004,"0.6581",31,29,2,23,0,23,"0.8600","594.87",3,528,253,"0.4796",3303,1415,1887,3303,944,0,2831,10,6,4,"0.6000","0.6667","5.70","2.14",-94841,"-0.6566",0,"0.1521",0
"FIN-LOC003-202009","LOC003","East Valley Dental Care","2020-09-01",2020,9,"2020-09",8865,2955,1182,2364,0,591,0,0,591,591,591,99228,66614,22205,709,177,7128,266,355,355,177,177,89,621,89,89,177,-90363,"-10.1932","10.0191","0.0999",10934,6232,2624,1093,656,"37.0",47,18,2,30,7979,6954,"0.7844",15,15,0,13,0,13,"0.8300","681.92",3,528,297,"0.5620",0,2364,0,591,1773,0,4137,5,3,3,"0.6000","1.0000","3.69","3.75",-92274,"-0.3521",0,"0.0022",0
